{'emp_no': 10001, 'name': 'Georgi Facello', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 221309, 'name': 'Bogdan Lunn', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 221317, 'name': 'Adin Gulak', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 221325, 'name': 'Munehiro Erni', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 221336, 'name': 'Behnaam Giaccio', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 221346, 'name': 'Takahira Pulkowski', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 221354, 'name': 'Van Schaar', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 221364, 'name': 'Branimir Leslie', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 221373, 'name': 'Yuguang Baek', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 221382, 'name': 'Huiqun Remmers', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 221392, 'name': 'Ennio Dalton', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 221401, 'name': 'Fayez Ratnakar', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 221412, 'name': 'Kinh Ciolek', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 221420, 'name': 'Mizuhito Piveteau', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 221429, 'name': 'Junsik Shiratori', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 221439, 'name': 'Arno Cichocki', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 221449, 'name': 'Miyeon Rettelbach', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 221458, 'name': 'Arie Merks', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 221467, 'name': 'Halsur Portugali', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 221476, 'name': 'Murthy Cesareni', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 221487, 'name': 'Rutger Kambil', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 221495, 'name': 'Tetsushi Zykh', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 221504, 'name': 'Berto Furedi', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 221514, 'name': 'Arunachalam Bergere', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 221522, 'name': 'Aran Gulik', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 221531, 'name': 'JoAnna Snedden', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 221539, 'name': 'Leon Ranon', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 221550, 'name': 'Szabolcs Benveniste', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 221558, 'name': 'Nirmal Speel', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 221566, 'name': 'Nadjib Cmelik', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 221574, 'name': 'Shigeichiro Olivero', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 221584, 'name': 'Xuejia Kropp', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 221595, 'name': 'Ramalingam Kampfer', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 221603, 'name': 'Charlene Schrooten', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 221613, 'name': 'Ziyad Famili', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 221623, 'name': 'Arup Schapiro', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 221634, 'name': 'Tze Anido', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 221643, 'name': 'Sadok Journel', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 221653, 'name': 'Jiakeng Mattern', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 221664, 'name': 'Sedat Jullig', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 221674, 'name': 'Baruch Camarinopoulos', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 221685, 'name': 'Fayez Bennis', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 221694, 'name': 'Weiwu Olivero', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 221703, 'name': 'Toshiki Demos', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 221713, 'name': 'Lakshmi Ratnakar', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 221722, 'name': 'Yishay Willoner', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 221732, 'name': 'Mario Kaminger', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 221741, 'name': 'Ingemar Jakobus', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 221749, 'name': 'Sudharsan Ranta', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 221757, 'name': 'Elvis Szmurlo', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 221765, 'name': 'Minghong Waeselynck', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 221773, 'name': 'Hatem Poehlman', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 221783, 'name': 'Qunsheng Chenney', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 221793, 'name': 'Paloma Marciano', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 221803, 'name': 'Hyuckchul Pettis', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 221813, 'name': 'Rimon Suermann', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 221824, 'name': 'Parviz Orsini', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 221832, 'name': 'Kiam Nitto', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 221843, 'name': 'Jaideep Schiper', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 221853, 'name': 'Moty Simmel', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 221863, 'name': 'Radhia Schlegelmilch', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 221872, 'name': 'Mayuri Luca', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 221883, 'name': 'Sahrah Pargas', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 221891, 'name': 'Giao DuCasse', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 221901, 'name': 'Thanasis Akiyama', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 221910, 'name': 'Malu Peek', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 221921, 'name': 'Masaki Lubachevsky', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 221931, 'name': 'Naftaly Unni', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 221941, 'name': 'Shin Reinhard', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 221949, 'name': 'Gopalakrishnan Tsunoo', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 221958, 'name': 'Yuichiro Paciorek', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 221966, 'name': 'Tayeb Lamma', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 221977, 'name': 'Juichirou Herbst', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 221986, 'name': 'Muneo Azuma', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 221994, 'name': 'Ebbe Yavatkar', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 222004, 'name': 'Shiv Olivero', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 222012, 'name': 'Paris Maliniak', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 222023, 'name': 'Gian Saoudi', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 222031, 'name': 'Khaled Berztiss', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 222041, 'name': 'Tesuro Marsiglia', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 222052, 'name': 'Ferdinand Sadowski', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 222062, 'name': 'Temple Pargaonkar', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 222070, 'name': 'Arun Krohn', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 222079, 'name': 'Bojan Streng', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 222089, 'name': 'Harngdar Validov', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 222097, 'name': 'Mohammad Schwartzburd', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 222106, 'name': 'Weijing Hegner', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 222117, 'name': 'Ute Perng', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 222128, 'name': 'Isaac Alvarado', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 222137, 'name': 'Beshir Georgakopoulos', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 222147, 'name': 'Hitomi Bernatsky', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 222158, 'name': 'Mohan Gulik', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 222168, 'name': 'Mitchel Kolvik', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 222177, 'name': 'Frazer Reistad', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 222188, 'name': 'Sarita Klassen', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 222198, 'name': 'Torsten Erdmenger', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 222208, 'name': 'Hongzhu Koblitz', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 222218, 'name': 'Duangkaew Matzat', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 222228, 'name': 'Phillip Siprelle', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 222238, 'name': 'Murthy Lowrie', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 222249, 'name': 'Gererd Schnabel', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 222257, 'name': 'Roselyn Cangellaris', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 222266, 'name': 'Ziva Straney', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 222275, 'name': 'Haldon Koprowski', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 222284, 'name': 'Roddy Birge', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 222294, 'name': 'Denis Noriega', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 222304, 'name': 'Waiman Schmittgen', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 222315, 'name': 'Mayumi Geffroy', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 222325, 'name': 'Turgut Paludetto', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 222333, 'name': 'Zhenhua Improta', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 222342, 'name': 'Radhakrishnan Fandrianto', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 222353, 'name': 'Branimir Rissanen', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 222364, 'name': 'Shao Benzmuller', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 222373, 'name': 'Arnould Cooke', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 222384, 'name': 'Xinglin Krybus', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 222394, 'name': 'Tesuro Choobineh', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 222405, 'name': 'Tremaine Heuser', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 222415, 'name': 'Nirmal Tomescu', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 222424, 'name': 'Hironobu Pettey', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 222435, 'name': 'Stabislas Puoti', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 222445, 'name': 'Garnet Dichev', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 222456, 'name': 'Wilmer Peek', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 222467, 'name': 'Zsolt Boguraev', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 222478, 'name': 'Moni Hasenauer', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 222487, 'name': 'Yucel Adachi', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 222498, 'name': 'Munehiro Raney', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 222508, 'name': 'Taegyun Bahk', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 222516, 'name': 'Katsuyuki Rebaine', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 222526, 'name': 'Rajmohan Emden', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 222534, 'name': 'Mrinalini Heusch', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 222542, 'name': 'Uno Mukaidono', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 222551, 'name': 'Sungwon Rissland', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 222561, 'name': 'Kwok Perko', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 222570, 'name': 'Rimon Zedlitz', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 222580, 'name': 'Hidde Anick', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 222588, 'name': 'JiYoung Aloia', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 222598, 'name': 'Lokesh Bade', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 222606, 'name': 'Sanjoy Chinen', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 222615, 'name': 'Shugo Stenning', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 222625, 'name': 'Jongsuk Peternell', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 222636, 'name': 'Kwangsub Llado', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 222647, 'name': 'Hyuckchul Gischer', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 222656, 'name': 'Aluzio Gente', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 222667, 'name': 'Shigenori Mattern', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 222678, 'name': 'Chrisa Shanbhogue', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 222688, 'name': 'Bader Thummel', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 222696, 'name': 'Kensyu Compeau', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 222705, 'name': 'Shirish Oppitz', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 222713, 'name': 'Bernice Mundy', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 222722, 'name': 'Feiyu Mahnke', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 222731, 'name': 'Nevin Ishibashi', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 222742, 'name': 'Tooru Pouyioutas', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 222752, 'name': 'Elliott Narahari', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 222762, 'name': 'Sivanarayana Swiss', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 222772, 'name': 'Krisda Beutelspacher', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 222780, 'name': 'Zorica McFarlan', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 222790, 'name': 'Bodo Tzvieli', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 222801, 'name': 'Eran Kalloufi', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 222810, 'name': 'Constantijn Validov', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 222821, 'name': 'Mihalis Pargaonkar', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 222829, 'name': 'Ayonca Straney', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 222839, 'name': 'Denny Chorvat', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 222847, 'name': 'Hauke Heuter', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 222857, 'name': 'Annemarie Bressoud', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 222867, 'name': 'Make Mungall', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 222878, 'name': 'Annemarie Zallocco', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 222888, 'name': 'Van Mondadori', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 222898, 'name': 'Arra Erman', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 222907, 'name': 'Kirk Backhouse', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 222917, 'name': 'Yuping Mandell', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 222925, 'name': 'Shrikanth Karunanithi', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 222935, 'name': 'Aiichiro Chiola', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 222946, 'name': 'Marin Narahari', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 222955, 'name': 'Shaowei Kuhnemann', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 222964, 'name': 'Shugo Pappas', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 222972, 'name': 'Gro DasSarma', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 222981, 'name': 'Annemarie Schlumberger', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 222989, 'name': 'Sorina Rahier', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 222998, 'name': 'Leaf Awdeh', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 223008, 'name': 'Faiza Heiserman', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 223019, 'name': 'Giordano Zuberek', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 223027, 'name': 'Sakthirel Glinert', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 223037, 'name': 'Denis Miara', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 223047, 'name': 'Dietrich Bierman', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 223056, 'name': 'Martins Makinen', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 223065, 'name': 'Keung Terlouw', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 223074, 'name': 'Cordelia Kugler', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 223082, 'name': 'Zhiwei Kropf', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 223092, 'name': 'Sanjeeva Barriga', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 223103, 'name': 'Zeljko Picaronny', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 223112, 'name': 'Mingzeng Walston', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 223120, 'name': 'Yuguang Benner', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 223129, 'name': 'Ulf Cusworth', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 223140, 'name': 'Horward Vadhan', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 223150, 'name': 'Maia Hettesheimer', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 223159, 'name': 'Aiichiro Restivo', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 223169, 'name': 'Mikhail Weisert', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 223179, 'name': 'Huican Bakhtari', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 223189, 'name': 'Giri Rusmann', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 223197, 'name': 'Saddek Einsfeld', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 223206, 'name': 'Nishit Jeong', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 223214, 'name': 'Pantung Sherertz', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 223223, 'name': 'Hinrich Vuskovic', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 223232, 'name': 'Chikako Clouatre', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 223243, 'name': 'Chikako Solares', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 223252, 'name': 'Mana Claffy', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 223261, 'name': 'Yuriy Berendt', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 223269, 'name': 'Arno Michaels', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 223280, 'name': 'Goncalo Heystek', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 223289, 'name': 'Basem Miculan', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 223300, 'name': 'Ioana Kroft', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 223310, 'name': 'Jolita Erdi', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 223321, 'name': 'Zhenhua Danley', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 223329, 'name': 'JoAnna Shanbhogue', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 223338, 'name': 'Jaideep Olivero', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 223347, 'name': 'Peer Gerlach', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 223356, 'name': 'Bojan Perri', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 223366, 'name': 'Ranga Kading', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 223376, 'name': 'Martien Anido', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 223386, 'name': 'Tetsushi Willoner', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 223396, 'name': 'Wuxu Burnard', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 223404, 'name': 'Chirstian Gelosh', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 223413, 'name': 'Jingling Gist', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 223421, 'name': 'Nakhoon Vickson', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 223432, 'name': 'Kokou Iwayama', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 223441, 'name': 'Shridhar Rajcani', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 223452, 'name': 'Mads Trelles', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 223462, 'name': 'Fusako Talmor', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 223470, 'name': 'Lunjin Llado', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 223479, 'name': 'Kenton Skafidas', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 223489, 'name': 'Aloys Danner', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 223499, 'name': 'Sakthirel Maraist', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 223509, 'name': 'Haldon Osgood', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 223519, 'name': 'Krisda Camarinopoulos', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 223527, 'name': 'Pranas Crabtree', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 223535, 'name': 'Candida Fujisawa', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 223543, 'name': 'Basil Peres', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 223551, 'name': 'Valeri Narahari', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 223561, 'name': 'Remco Foong', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 223570, 'name': 'Chuanti Mullainathan', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 223581, 'name': 'Luise Skrikant', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 223589, 'name': 'Deniz Khalil', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 223600, 'name': 'Evgueni Bernardeschi', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 223609, 'name': 'Raimond Petersohn', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 223617, 'name': 'Shaunak Baezner', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 223625, 'name': 'Kish Ozery', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 223635, 'name': 'Toshimori Gecsel', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 223643, 'name': 'Isaac Michaels', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 223652, 'name': 'Amalendu Vidya', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 223662, 'name': 'Kazuhira Rebaine', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 223673, 'name': 'Yuuichi Lortz', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 223684, 'name': 'Temple Flasterstein', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 223693, 'name': 'Weidon Neimat', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 223702, 'name': 'Fox Sadowski', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 223712, 'name': 'Kinh Andreotta', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 223720, 'name': 'Kensyu Cheshire', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 223730, 'name': 'Roded Valette', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 223740, 'name': 'Mani Vigier', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 223750, 'name': 'Shaibal Dayana', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 223760, 'name': 'Katsuyuki Pietrzykowski', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 223768, 'name': 'Mani Stifter', 'dept_no': 'd007', 'manager_no': 111133}
{'emp_no': 223776, 'name': 'Gino Stifter', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 223787, 'name': 'Bader Syang', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 223797, 'name': 'Kersti Oaver', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 223807, 'name': 'Ekawit Georgatos', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 223817, 'name': 'Salvador Luce', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 223828, 'name': 'Gaetan Asser', 'dept_no': 'd004', 'manager_no': 110420}
{'emp_no': 223839, 'name': 'Vishwani Perko', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 223848, 'name': 'Hilary Erman', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 223856, 'name': 'Anestis Vidya', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 223867, 'name': 'Licheng Parveen', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 223876, 'name': 'Hsiangchu Ramsay', 'dept_no': 'd001', 'manager_no': 110039}
{'emp_no': 223887, 'name': 'Ferdinand Alblas', 'dept_no': 'd005', 'manager_no': 110567}
{'emp_no': 223898, 'name': 'Hsiangchu Peha', 'dept_no': 'd002', 'manager_no': 110114}
{'emp_no': 223909, 'name': 'Mario Swist', 'dept_no': 'd004', 'manager_no': 110420}
